"Id","ProgramSetupId","DegreeId","StudentId","LevelId","CreatedDate","UpdatedDate"
339,23,2,470,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
340,23,2,471,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
341,23,2,472,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
342,23,2,473,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
343,23,2,474,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
344,23,2,475,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
345,25,2,476,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
346,25,2,477,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
347,25,2,478,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
348,25,2,479,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
349,24,2,480,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
350,24,2,481,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
351,24,2,482,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
352,24,2,483,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
353,24,2,484,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
354,24,2,485,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
355,24,2,486,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
356,24,2,487,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
357,24,2,488,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
358,24,2,489,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
359,24,2,490,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
360,24,2,491,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
361,24,2,492,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
362,24,2,493,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
